# Copyright (C) 1991-2010 Altera Corporation
# Your use of Altera Corporation's design tools, logic functions 
# and other software and tools, and its AMPP partner logic 
# functions, and any output files from any of the foregoing 
# (including device programming or simulation files), and any 
# associated documentation or information are expressly subject 
# to the terms and conditions of the Altera Program License 
# Subscription Agreement, Altera MegaCore Function License 
# Agreement, or other applicable license agreement, including, 
# without limitation, that your use is for the sole purpose of 
# programming logic devices manufactured by Altera and sold by 
# Altera or its authorized distributors.  Please refer to the 
# applicable agreement for further details.

# Quartus II Version 9.1 Build 350 03/24/2010 Service Pack 2 SJ Full Version
# File: E:\My_design\ADDA_DE4_530_HSMA\DE4_HSMA_DVI.csv
# Generated on: Tue Jul 13 14:05:45 2010

# Note: The column header names should not be changed if you wish to import this .csv file into the Quartus II software.

To,Direction,Location,I/O Bank,VREF Group,I/O Standard,Reserved
,Unknown,PIN_M18,7C,,,
,Unknown,PIN_E19,7C,,,
,Unknown,PIN_C23,8C,,,
,Unknown,PIN_L22,8C,,,
,Unknown,PIN_F22,8C,,,
,Unknown,PIN_E26,8B,,,
,Unknown,PIN_K25,8B,,,
,Unknown,PIN_A30,8A,,,
,Unknown,PIN_M26,8A,,,
,Unknown,PIN_J28,8A,,,
,Unknown,PIN_D30,8A,,,
,Unknown,PIN_Y20,,,,
,Unknown,PIN_AC15,,,,
,Unknown,PIN_AC17,,,,
,Unknown,PIN_AC25,,,,
,Unknown,PIN_AB14,,,,
,Unknown,PIN_AB16,,,,
,Unknown,PIN_AB18,,,,
,Unknown,PIN_AB20,,,,
,Unknown,PIN_AB22,,,,
,Unknown,PIN_AB24,,,,
,Unknown,PIN_AA15,,,,
,Unknown,PIN_AA19,,,,
,Unknown,PIN_AA21,,,,
,Unknown,PIN_AA25,,,,
,Unknown,PIN_Y14,,,,
,Unknown,PIN_Y16,,,,
,Unknown,PIN_Y18,,,,
,Unknown,PIN_Y22,,,,
,Unknown,PIN_Y24,,,,
,Unknown,PIN_W15,,,,
,Unknown,PIN_W19,,,,
,Unknown,PIN_W21,,,,
,Unknown,PIN_W25,,,,
,Unknown,PIN_V14,,,,
,Unknown,PIN_V16,,,,
,Unknown,PIN_V18,,,,
,Unknown,PIN_V20,,,,
,Unknown,PIN_V22,,,,
,Unknown,PIN_V24,,,,
,Unknown,PIN_V26,,,,
,Unknown,PIN_U15,,,,
,Unknown,PIN_U19,,,,
,Unknown,PIN_U21,,,,
,Unknown,PIN_U25,,,,
,Unknown,PIN_T14,,,,
,Unknown,PIN_T16,,,,
,Unknown,PIN_T24,,,,
,Unknown,PIN_T26,,,,
,Unknown,PIN_T18,,,,
,Unknown,PIN_AC19,,,,
,Unknown,PIN_AC21,,,,
,Unknown,PIN_AC23,,,,
,Unknown,PIN_AA17,,,,
,Unknown,PIN_AA23,,,,
,Unknown,PIN_W17,,,,
,Unknown,PIN_W23,,,,
,Unknown,PIN_U17,,,,
,Unknown,PIN_U23,,,,
,Unknown,PIN_T20,,,,
,Unknown,PIN_T22,,,,
,Unknown,PIN_Y21,,,,
,Unknown,PIN_AA20,,,,
,Unknown,PIN_B27,,,,
,Unknown,PIN_AV6,,,,
,Unknown,PIN_AV9,,,,
,Unknown,PIN_AV12,,,,
,Unknown,PIN_AV15,,,,
,Unknown,PIN_AV18,,,,
,Unknown,PIN_AV21,,,,
,Unknown,PIN_AV24,,,,
,Unknown,PIN_AV27,,,,
,Unknown,PIN_AV30,,,,
,Unknown,PIN_AV33,,,,
,Unknown,PIN_AR6,,,,
,Unknown,PIN_AR9,,,,
,Unknown,PIN_AR12,,,,
,Unknown,PIN_AR15,,,,
,Unknown,PIN_AR18,,,,
,Unknown,PIN_AR21,,,,
,Unknown,PIN_AR24,,,,
,Unknown,PIN_AR27,,,,
,Unknown,PIN_AR30,,,,
,Unknown,PIN_AR33,,,,
,Unknown,PIN_AM7,,,,
,Unknown,PIN_AM9,,,,
,Unknown,PIN_AM12,,,,
,Unknown,PIN_AM15,,,,
,Unknown,PIN_AM18,,,,
,Unknown,PIN_AM21,,,,
,Unknown,PIN_AM24,,,,
,Unknown,PIN_AM27,,,,
,Unknown,PIN_AM30,,,,
,Unknown,PIN_AM33,,,,
,Unknown,PIN_AJ7,,,,
,Unknown,PIN_AJ9,,,,
,Unknown,PIN_AJ12,,,,
,Unknown,PIN_AJ15,,,,
,Unknown,PIN_AJ18,,,,
,Unknown,PIN_AJ21,,,,
,Unknown,PIN_AJ24,,,,
,Unknown,PIN_AJ27,,,,
,Unknown,PIN_AJ30,,,,
,Unknown,PIN_AJ33,,,,
,Unknown,PIN_AF9,,,,
,Unknown,PIN_AF12,,,,
,Unknown,PIN_AF15,,,,
,Unknown,PIN_AF18,,,,
,Unknown,PIN_AF21,,,,
,Unknown,PIN_AF24,,,,
,Unknown,PIN_AF27,,,,
,Unknown,PIN_AF30,,,,
,Unknown,PIN_AD23,,,,
,Unknown,PIN_AC7,,,,
,Unknown,PIN_AC9,,,,
,Unknown,PIN_AC12,,,,
,Unknown,PIN_AC14,,,,
,Unknown,PIN_AC16,,,,
,Unknown,PIN_AC18,,,,
,Unknown,PIN_AC20,,,,
,Unknown,PIN_AC22,,,,
,Unknown,PIN_AC24,,,,
,Unknown,PIN_AC27,,,,
,Unknown,PIN_AC30,,,,
,Unknown,PIN_AC33,,,,
,Unknown,PIN_AB15,,,,
,Unknown,PIN_AB17,,,,
,Unknown,PIN_AB19,,,,
,Unknown,PIN_AB21,,,,
,Unknown,PIN_AB23,,,,
,Unknown,PIN_AB25,,,,
,Unknown,PIN_AA14,,,,
,Unknown,PIN_AA16,,,,
,Unknown,PIN_AA18,,,,
,Unknown,PIN_AA22,,,,
,Unknown,PIN_AA24,,,,
,Unknown,PIN_Y12,,,,
,Unknown,PIN_Y15,,,,
,Unknown,PIN_Y17,,,,
,Unknown,PIN_Y19,,,,
,Unknown,PIN_Y23,,,,
,Unknown,PIN_Y25,,,,
,Unknown,PIN_Y27,,,,
,Unknown,PIN_Y30,,,,
,Unknown,PIN_W10,,,,
,Unknown,PIN_W14,,,,
,Unknown,PIN_W16,,,,
,Unknown,PIN_W18,,,,
,Unknown,PIN_W20,,,,
,Unknown,PIN_W22,,,,
,Unknown,PIN_W24,,,,
,Unknown,PIN_V15,,,,
,Unknown,PIN_V17,,,,
,Unknown,PIN_V19,,,,
,Unknown,PIN_V21,,,,
,Unknown,PIN_V23,,,,
,Unknown,PIN_V25,,,,
,Unknown,PIN_U9,,,,
,Unknown,PIN_U12,,,,
,Unknown,PIN_U14,,,,
,Unknown,PIN_U16,,,,
,Unknown,PIN_U18,,,,
,Unknown,PIN_U20,,,,
,Unknown,PIN_U22,,,,
,Unknown,PIN_U24,,,,
,Unknown,PIN_U26,,,,
,Unknown,PIN_U28,,,,
,Unknown,PIN_U30,,,,
,Unknown,PIN_T15,,,,
,Unknown,PIN_T17,,,,
,Unknown,PIN_T19,,,,
,Unknown,PIN_T21,,,,
,Unknown,PIN_T23,,,,
,Unknown,PIN_T25,,,,
,Unknown,PIN_P7,,,,
,Unknown,PIN_P9,,,,
,Unknown,PIN_P12,,,,
,Unknown,PIN_P15,,,,
,Unknown,PIN_P21,,,,
,Unknown,PIN_P27,,,,
,Unknown,PIN_P30,,,,
,Unknown,PIN_P33,,,,
,Unknown,PIN_N18,,,,
,Unknown,PIN_N24,,,,
,Unknown,PIN_L6,,,,
,Unknown,PIN_L9,,,,
,Unknown,PIN_L12,,,,
,Unknown,PIN_L15,,,,
,Unknown,PIN_L18,,,,
,Unknown,PIN_L21,,,,
,Unknown,PIN_L24,,,,
,Unknown,PIN_L27,,,,
,Unknown,PIN_L30,,,,
,Unknown,PIN_L33,,,,
,Unknown,PIN_H6,,,,
,Unknown,PIN_H9,,,,
,Unknown,PIN_H12,,,,
,Unknown,PIN_H15,,,,
,Unknown,PIN_H18,,,,
,Unknown,PIN_H21,,,,
,Unknown,PIN_H24,,,,
,Unknown,PIN_H27,,,,
,Unknown,PIN_H30,,,,
,Unknown,PIN_H33,,,,
,Unknown,PIN_E6,,,,
,Unknown,PIN_E9,,,,
,Unknown,PIN_E12,,,,
,Unknown,PIN_E15,,,,
,Unknown,PIN_E18,,,,
,Unknown,PIN_E21,,,,
,Unknown,PIN_E24,,,,
,Unknown,PIN_E27,,,,
,Unknown,PIN_E30,,,,
,Unknown,PIN_E33,,,,
,Unknown,PIN_B9,,,,
,Unknown,PIN_B12,,,,
,Unknown,PIN_B15,,,,
,Unknown,PIN_B18,,,,
,Unknown,PIN_B21,,,,
,Unknown,PIN_B24,,,,
,Unknown,PIN_B30,,,,
,Unknown,PIN_U27,,,,
,Unknown,PIN_W27,,,,
,Unknown,PIN_Y26,,,,
,Unknown,PIN_AB26,,,,
,Unknown,PIN_AD24,,,,
,Unknown,PIN_AD22,,,,
,Unknown,PIN_AD20,,,,
,Unknown,PIN_AD18,,,,
,Unknown,PIN_AD16,,,,
,Unknown,PIN_AD14,,,,
,Unknown,PIN_AC13,,,,
,Unknown,PIN_AA13,,,,
,Unknown,PIN_W13,,,,
,Unknown,PIN_U13,,,,
,Unknown,PIN_R15,,,,
,Unknown,PIN_R17,,,,
,Unknown,PIN_R19,,,,
,Unknown,PIN_R21,,,,
,Unknown,PIN_R23,,,,
,Unknown,PIN_R25,,,,
,Unknown,PIN_P28,1A,B1A_N0,,
,Unknown,PIN_U29,1C,B1C_N0,,
,Unknown,PIN_AB29,2C,B2C_N0,,
,Unknown,PIN_AF28,2A,B2A_N0,,
,Unknown,PIN_AN28,3A,B3A_N0,,
,Unknown,PIN_AL24,3B,B3B_N0,,
,Unknown,PIN_AP22,3C,B3C_N0,,
,Unknown,PIN_AL18,4C,B4C_N0,,
,Unknown,PIN_AM16,4B,B4B_N0,,
,Unknown,PIN_AN12,4A,B4A_N0,,
,Unknown,PIN_AG11,5A,B5A_N0,,
,Unknown,PIN_AD11,5C,B5C_N0,,
,Unknown,PIN_U11,6C,B6C_N0,,
,Unknown,PIN_P11,6A,B6A_N0,,
,Unknown,PIN_G12,7A,B7A_N0,,
,Unknown,PIN_H16,7B,B7B_N0,,
,Unknown,PIN_E20,7C,B7C_N0,,
,Unknown,PIN_J21,8C,B8C_N0,,
,Unknown,PIN_H25,8B,B8B_N0,,
,Unknown,PIN_F29,8A,B8A_N0,,
,Unknown,PIN_H29,,,,
,Unknown,PIN_AA27,,,,
,Unknown,PIN_AA26,,,,
,Unknown,PIN_AL28,,,,
,Unknown,PIN_AM20,,,,
,Unknown,PIN_AL12,,,,
,Unknown,PIN_AA12,,,,
,Unknown,PIN_Y13,,,,
,Unknown,PIN_G11,,,,
,Unknown,PIN_H20,,,,
,Unknown,PIN_AK28,,,,
,Unknown,PIN_AK12,,,,
,Unknown,PIN_K11,,,,
,Unknown,PIN_AD17,,,,
,Unknown,PIN_R16,,,,
,Unknown,PIN_R26,,,,
,Unknown,PIN_A38,,,,
,Unknown,PIN_A37,,,,
,Unknown,PIN_A36,,,,
,Unknown,PIN_A35,,,,
,Unknown,PIN_A33,,,,
,Unknown,PIN_B39,,,,
,Unknown,PIN_B38,,,,
,Unknown,PIN_B35,,,,
,Unknown,PIN_B34,,,,
,Unknown,PIN_B33,,,,
,Unknown,PIN_C37,,,,
,Unknown,PIN_C36,,,,
,Unknown,PIN_D39,,,,
,Unknown,PIN_D38,,,,
,Unknown,PIN_E37,,,,
,Unknown,PIN_E36,,,,
,Unknown,PIN_F39,,,,
,Unknown,PIN_T34,,,,
,Unknown,PIN_AW37,,,,
,Unknown,PIN_AV37,,,,
,Unknown,PIN_AV38,,,,
,Unknown,PIN_AV39,,,,
,Unknown,PIN_AU36,,,,
,Unknown,PIN_AU37,,,,
,Unknown,PIN_AT38,,,,
,Unknown,PIN_AT39,,,,
,Unknown,PIN_AR36,,,,
,Unknown,PIN_AR37,,,,
,Unknown,PIN_AP38,,,,
,Unknown,PIN_AP39,,,,
,Unknown,PIN_AN36,,,,
,Unknown,PIN_AN37,,,,
,Unknown,PIN_AM38,,,,
,Unknown,PIN_AM39,,,,
,Unknown,PIN_AL36,,,,
,Unknown,PIN_AL37,,,,
,Unknown,PIN_AK38,,,,
,Unknown,PIN_AK39,,,,
,Unknown,PIN_AJ36,,,,
,Unknown,PIN_AJ37,,,,
,Unknown,PIN_AH38,,,,
,Unknown,PIN_AH39,,,,
,Unknown,PIN_AG36,,,,
,Unknown,PIN_AG37,,,,
,Unknown,PIN_AF33,,,,
,Unknown,PIN_AF38,,,,
,Unknown,PIN_AF39,,,,
,Unknown,PIN_AE36,,,,
,Unknown,PIN_AE37,,,,
,Unknown,PIN_AD32,,,,
,Unknown,PIN_AD34,,,,
,Unknown,PIN_AD38,,,,
,Unknown,PIN_AD39,,,,
,Unknown,PIN_AC36,,,,
,Unknown,PIN_AC37,,,,
,Unknown,PIN_AB33,,,,
,Unknown,PIN_AB38,,,,
,Unknown,PIN_AB39,,,,
,Unknown,PIN_AA36,,,,
,Unknown,PIN_AA37,,,,
,Unknown,PIN_Y32,,,,
,Unknown,PIN_Y34,,,,
,Unknown,PIN_Y38,,,,
,Unknown,PIN_Y39,,,,
,Unknown,PIN_W36,,,,
,Unknown,PIN_W37,,,,
,Unknown,PIN_V33,,,,
,Unknown,PIN_V38,,,,
,Unknown,PIN_V39,,,,
,Unknown,PIN_U36,,,,
,Unknown,PIN_U37,,,,
,Unknown,PIN_T32,,,,
,Unknown,PIN_T38,,,,
,Unknown,PIN_T39,,,,
,Unknown,PIN_R36,,,,
,Unknown,PIN_R37,,,,
,Unknown,PIN_P38,,,,
,Unknown,PIN_P39,,,,
,Unknown,PIN_N36,,,,
,Unknown,PIN_N37,,,,
,Unknown,PIN_M38,,,,
,Unknown,PIN_M39,,,,
,Unknown,PIN_L36,,,,
,Unknown,PIN_L37,,,,
,Unknown,PIN_K38,,,,
,Unknown,PIN_K39,,,,
,Unknown,PIN_J36,,,,
,Unknown,PIN_J37,,,,
,Unknown,PIN_H38,,,,
,Unknown,PIN_H39,,,,
,Unknown,PIN_G36,,,,
,Unknown,PIN_G37,,,,
,Unknown,PIN_F38,,,,
,Unknown,PIN_A7,,,,
,Unknown,PIN_A5,,,,
,Unknown,PIN_A4,,,,
,Unknown,PIN_A3,,,,
,Unknown,PIN_A2,,,,
,Unknown,PIN_B7,,,,
,Unknown,PIN_B6,,,,
,Unknown,PIN_B5,,,,
,Unknown,PIN_B2,,,,
,Unknown,PIN_B1,,,,
,Unknown,PIN_C4,,,,
,Unknown,PIN_C3,,,,
,Unknown,PIN_D2,,,,
,Unknown,PIN_D1,,,,
,Unknown,PIN_E4,,,,
,Unknown,PIN_E3,,,,
,Unknown,PIN_F2,,,,
,Unknown,PIN_T8,,,,
,Unknown,PIN_AW3,,,,
,Unknown,PIN_AV1,,,,
,Unknown,PIN_AV2,,,,
,Unknown,PIN_AV3,,,,
,Unknown,PIN_AU3,,,,
,Unknown,PIN_AU4,,,,
,Unknown,PIN_AT1,,,,
,Unknown,PIN_AT2,,,,
,Unknown,PIN_AR3,,,,
,Unknown,PIN_AR4,,,,
,Unknown,PIN_AP1,,,,
,Unknown,PIN_AP2,,,,
,Unknown,PIN_AN3,,,,
,Unknown,PIN_AN4,,,,
,Unknown,PIN_AM1,,,,
,Unknown,PIN_AM2,,,,
,Unknown,PIN_AL3,,,,
,Unknown,PIN_AL4,,,,
,Unknown,PIN_AK1,,,,
,Unknown,PIN_AK2,,,,
,Unknown,PIN_AJ3,,,,
,Unknown,PIN_AJ4,,,,
,Unknown,PIN_AH1,,,,
,Unknown,PIN_AH2,,,,
,Unknown,PIN_AG3,,,,
,Unknown,PIN_AG4,,,,
,Unknown,PIN_AF1,,,,
,Unknown,PIN_AF2,,,,
,Unknown,PIN_AF7,,,,
,Unknown,PIN_AE3,,,,
,Unknown,PIN_AE4,,,,
,Unknown,PIN_AD1,,,,
,Unknown,PIN_AD2,,,,
,Unknown,PIN_AD6,,,,
,Unknown,PIN_AD8,,,,
,Unknown,PIN_AC3,,,,
,Unknown,PIN_AC4,,,,
,Unknown,PIN_AB1,,,,
,Unknown,PIN_AB2,,,,
,Unknown,PIN_AB7,,,,
,Unknown,PIN_AA3,,,,
,Unknown,PIN_AA4,,,,
,Unknown,PIN_Y1,,,,
,Unknown,PIN_Y2,,,,
,Unknown,PIN_Y6,,,,
,Unknown,PIN_Y8,,,,
,Unknown,PIN_W3,,,,
,Unknown,PIN_W4,,,,
,Unknown,PIN_V1,,,,
,Unknown,PIN_V2,,,,
,Unknown,PIN_V7,,,,
,Unknown,PIN_U3,,,,
,Unknown,PIN_U4,,,,
,Unknown,PIN_T1,,,,
,Unknown,PIN_T2,,,,
,Unknown,PIN_T6,,,,
,Unknown,PIN_R3,,,,
,Unknown,PIN_R4,,,,
,Unknown,PIN_P1,,,,
,Unknown,PIN_P2,,,,
,Unknown,PIN_N3,,,,
,Unknown,PIN_N4,,,,
,Unknown,PIN_M1,,,,
,Unknown,PIN_M2,,,,
,Unknown,PIN_L3,,,,
,Unknown,PIN_L4,,,,
,Unknown,PIN_K1,,,,
,Unknown,PIN_K2,,,,
,Unknown,PIN_J3,,,,
,Unknown,PIN_J4,,,,
,Unknown,PIN_H1,,,,
,Unknown,PIN_H2,,,,
,Unknown,PIN_G3,,,,
,Unknown,PIN_G4,,,,
,Unknown,PIN_F1,,,,
,Unknown,PIN_AF35,,,,
,Unknown,PIN_M35,,,,
,Unknown,PIN_AF5,,,,
,Unknown,PIN_M5,,,,
,Unknown,PIN_AE34,,,,
,Unknown,PIN_AA34,,,,
,Unknown,PIN_U34,,,,
,Unknown,PIN_AE6,,,,
,Unknown,PIN_AA6,,,,
,Unknown,PIN_U6,,,,
,Unknown,PIN_AD33,,,,
,Unknown,PIN_AE33,,,,
,Unknown,PIN_AA33,,,,
,Unknown,PIN_Y33,,,,
,Unknown,PIN_T33,,,,
,Unknown,PIN_U33,,,,
,Unknown,PIN_AE7,,,,
,Unknown,PIN_AD7,,,,
,Unknown,PIN_Y7,,,,
,Unknown,PIN_AA7,,,,
,Unknown,PIN_T7,,,,
,Unknown,PIN_U7,,,,
,Unknown,PIN_Y35,,,,
,Unknown,PIN_AD35,,,,
,Unknown,PIN_T35,,,,
,Unknown,PIN_V35,,,,
,Unknown,PIN_AB35,,,,
,Unknown,PIN_P35,,,,
,Unknown,PIN_Y5,,,,
,Unknown,PIN_AD5,,,,
,Unknown,PIN_T5,,,,
,Unknown,PIN_V5,,,,
,Unknown,PIN_AB5,,,,
,Unknown,PIN_P5,,,,
,Unknown,PIN_W31,,,,
,Unknown,PIN_AA31,,,,
,Unknown,PIN_Y31,,,,
,Unknown,PIN_Y9,,,,
,Unknown,PIN_AA9,,,,
,Unknown,PIN_W9,,,,
,Unknown,PIN_AF32,,,,
,Unknown,PIN_AE32,,,,
,Unknown,PIN_AB32,,,,
,Unknown,PIN_AA32,,,,
,Unknown,PIN_V32,,,,
,Unknown,PIN_U32,,,,
,Unknown,PIN_AB8,,,,
,Unknown,PIN_AF8,,,,
,Unknown,PIN_AE8,,,,
,Unknown,PIN_AA8,,,,
,Unknown,PIN_V8,,,,
,Unknown,PIN_U8,,,,
